id,review,created_at,ratings,upvotes
397,"Ordered a 12 inch pizza. 2 liter Pepsi. $0.00 Never was there a mention of a ""delivery fee"". A 12 inch pizza with pepsi $20.00. Unfair to driver but had I known I was paying a $3.00 delivery fee I probably wouldn't have given a $3.00 tip. Not the drivers fault, Pizza Hut's fault for failing to disclose the ""delivery fee"". Bad business in my opinion as a business owner.","March 29, 2016",1,4
398,I ordered my food today. The guy was acting so weird. I go inside my house and look and there's ranch inside of my cinnamon sticks box. Like really seriously? Are they that blind that they can't see the bold letters that say RANCH? Pizza Hut can't be that busy. I wasn't going to order a dip for $3 and change. That's a waste of time and money so I called to make a complaint.,"March 24, 2016",1,3
399,Are you serious? You closed without delivering my pizza!!?? Never again.,"March 20, 2016",1,7
400,"Pizza Hut was one of my favorite places to eat pizza but after tonight Idk if I should ever order Pizza Hut again. The pizza was undercooked and the cheese sticks were just soggy as hell. That was the worst experience of Pizza Hut I've ever gotten, how sad...","March 18, 2016",1,6
401,"We always order from Pizza Hut, we love the food. This time we ordered spicy chicken and it looks horrible. What's with the black spot?? We called them to make sure that it's safe to eat it but they didn't call us back. We didn't eat the chicken, scared that we're going to get sick. Attached is a pics of the chicken we ordered from them.","March 7, 2016",1,7
402,"Whenever I order from Pizza Hut online, they never include my bread sticks. Also, the box is always crushed. Today, I ordered wings and a pasta almost two hours ago! I am still waiting on my delivery as I'm typing this. I'm very frustrated with this place and don't plan on ordering from this place again.","March 6, 2016",1,9
403,The pizza was greasy. Looked and felt like it was made by a fourth grader. Last time I will ever eat here. It's only this Pizza Hut. They should be ashamed. I threw up just because of how much grease was in it.,"March 2, 2016",1,5
404,The first thing I want to go over is the issue with the way I was treated. The service was terrible and the food I ordered wasn't the right things. After I had finished I was overcharged for my meal. They had made my dinner a catastrophe. Mistreated and overcharged. I had the very worst time of eating out at Pizza Hut.,"Feb. 25, 2016",1,6
405,"I placed an order online and it was delivered two hours later. I tried to write a complaint to the company online but they did not have a ""contact us"" option or any way of letting them know. My neighbor placed an order about the same time and when she called the corporate office about her order they told her that the store cancelled the order. She had to place her order all over again and pick it up herself.","Feb. 22, 2016",1,5
406,This place stinks. The food is always cold. Management are rude and disgusting. The place is so dirty I would not let my dog eat off the floor. The bathrooms are a mess and smells. All they do is huddle in one spot and talk or text on their phones. Nasty to customers. Argue with workers in front of customers. The buffet bar dirty and gross. This place should be closed down.,"Feb. 20, 2016",1,7
407,I ordered from Pizza Hut in Cheyenne Wyoming and I got my order. The pizza was wrong and they forgot my breadsticks (got an empty box with the marinara sauce but no breadsticks). They refused to give me my money back but told me they would fix it but I would have to wait an hour for it. Even though I waited past an hour for it originally.,"Feb. 11, 2016",1,6
408,"My kids really like the pizza with cheese pieces to pull off and eat. We have been waiting for it and it's finally back. We decided to get it for dinner after parent-teacher conferences, so they were very excited. We called to order and the women said that she was sorry that they were out and I said, ""It's only 6:30 p.m. and you are already out."" I can't even explain how disappointed my kids were. I ask, ""How can you be out at dinner time?"" She said that they only get so many in and that's all they get for the day.","Feb. 10, 2016",1,7
409,"I ordered pizza online and I paid through PayPal. My order arrived an hour later, pizza was slightly warm however the salad was missing, so I decided to call Pizza Hut just to let them know. Someone pick the phone and asked me to wait so I waited. After ten minutes someone pick the phone again and asked me to wait so I waited... thirty minutes, I gave up. I called them again someone pick the phone, I did not wanted this salad anymore! I asked for refund, answer was that they don't do this for online orders. I do not recommend this place to anyone, very unpleasant experience with customer service at 197 Greenford Road, UB6 8QY.","Feb. 7, 2016",1,4
410,I officially HATE ordering and eat Pizza Hut. No matter which one I order from there is ALWAYS an issue. They can never get your order right. Service and staff is horrible!!! ,"Feb. 7, 2016",1,10
411,"Order spinach. It wasn't cooked nor tasted clean (rather right out the bag). It was laid on top. Entered by Renaldo # ** on January 30 - 2016, time 2:55 pm.","Jan. 31, 2016",1,8
